id;name;team_name;team_id;position;goals;season;comp_id
/players/GetHistoryStats?player_id=29037;Jack Wilshere;Arsenal;5;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=18171;James Morrison;West Bromwich Albion;64;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=16118;Carlton Cole;West Ham United;21;Forward;2;2014;481
/players/GetHistoryStats?player_id=26357; Ramires;Chelsea;8;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=30682;Craig Dawson;West Bromwich Albion;64;Defender;2;2014;481
/players/GetHistoryStats?player_id=1812;Eric Dier;Tottenham Hotspur;19;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=20769;Ryan Bertrand;Southampton;18;Defender;2;2014;481
/players/GetHistoryStats?player_id=22619; Willian;Chelsea;8;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=24544;Mauro Zarate;West Ham United;21;Forward;2;2014;481
/players/GetHistoryStats?player_id=14231;Brede Hangeland;Crystal Palace;35;Defender;2;2014;481
/players/GetHistoryStats?player_id=36150;Daley Blind;Manchester United;3;Defender;2;2014;481
/players/GetHistoryStats?player_id=18836;Marouane Chamakh;Crystal Palace;35;Forward;2;2014;481
/players/GetHistoryStats?player_id=12415;Niko Kranjcar;Queens Park Rangers;30;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=18490;Leighton Baines;Everton;10;Defender;2;2014;481
/players/GetHistoryStats?player_id=43511;Alberto Moreno;Liverpool;4;Defender;2;2014;481
/players/GetHistoryStats?player_id=20504;Ryan Shawcross;Stoke City;187;Defender;2;2014;481
/players/GetHistoryStats?player_id=11477;Emmanuel Adebayor;Tottenham Hotspur;19;Forward;2;2014;481
/players/GetHistoryStats?player_id=18486;Mark Noble;West Ham United;21;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=29727;Nathaniel Clyne;Southampton;18;Defender;2;2014;481
/players/GetHistoryStats?player_id=4948;Leon Osman;Everton;10;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=38453;Sammy Ameobi;Newcastle United;16;Forward;2;2014;481
/players/GetHistoryStats?player_id=13457;Ricky Lambert;Liverpool;4;Forward;2;2014;481
/players/GetHistoryStats?player_id=19406;Joe Ledley;Crystal Palace;35;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=20154;Yoan Gouffran;Newcastle United;16;Forward;2;2014;481
/players/GetHistoryStats?player_id=28312;Eljero Elia;Southampton;18;Forward;2;2014;481
/players/GetHistoryStats?player_id=36468;Ben Mee;Burnley;54;Defender;2;2014;481
/players/GetHistoryStats?player_id=17954;Lazar Markovic;Liverpool;4;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=29799;Aaron Cresswell;West Ham United;21;Defender;2;2014;481
/players/GetHistoryStats?player_id=21286;Aleksandar Kolarov;Manchester City;14;Defender;2;2014;481
/players/GetHistoryStats?player_id=30549;Andros Townsend;Tottenham Hotspur;19;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=31010;Ahmed Elmohamady;Hull City;752;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=17923;Wes Morgan;Leicester City;13;Defender;2;2014;481
/players/GetHistoryStats?player_id=17986;Aaron Lennon;Everton;10;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=28501;James McCarthy;Everton;10;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=3178;Tomas Rosicky;Arsenal;5;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=45176;Andrej Kramaric;Leicester City;13;Forward;2;2014;481
/players/GetHistoryStats?player_id=19757;Scott Arfield;Burnley;54;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=20240;Chris Brunt;West Bromwich Albion;64;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=28524; Fernando;Manchester City;14;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=20567;Scott Dann;Crystal Palace;35;Defender;2;2014;481
/players/GetHistoryStats?player_id=28504;James McArthur;Crystal Palace;35;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=30696;Marc Albrighton;Leicester City;13;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=36465;Ross Barkley;Everton;10;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=38479;Erik Lamela;Tottenham Hotspur;19;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=28497;Hector Bellerin;Arsenal;5;Defender;2;2014;481
/players/GetHistoryStats?player_id=18769;Ashley Young;Manchester United;3;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=19933;Samir Nasri;Manchester City;14;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=21929;Andy King;Leicester City;13;Midfielder;2;2014;481
/players/GetHistoryStats?player_id=21595;Silvestre Varela;West Bromwich Albion;64;Forward;1;2014;481
/players/GetHistoryStats?player_id=3456;Joleon Lescott;West Bromwich Albion;64;Defender;1;2014;481
/players/GetHistoryStats?player_id=37186;Maya Yoshida;Southampton;18;Defender;1;2014;481
/players/GetHistoryStats?player_id=18587;Roberto Soldado;Tottenham Hotspur;19;Forward;1;2014;481
/players/GetHistoryStats?player_id=30233;Ciaran Clark;Aston Villa;24;Defender;1;2014;481
/players/GetHistoryStats?player_id=20050;Stephane Sessegnon;West Bromwich Albion;64;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=30731;Chris Wood;Leicester City;13;Forward;1;2014;481
/players/GetHistoryStats?player_id=18507;Mathieu Debuchy;Arsenal;5;Defender;1;2014;481
/players/GetHistoryStats?player_id=35815;Winston Reid;West Ham United;21;Defender;1;2014;481
/players/GetHistoryStats?player_id=22242;Martin Skrtel;Liverpool;4;Defender;1;2014;481
/players/GetHistoryStats?player_id=26335;Calum Chambers;Arsenal;5;Defender;1;2014;481
/players/GetHistoryStats?player_id=19614;James Tomkins;West Ham United;21;Defender;1;2014;481
/players/GetHistoryStats?player_id=19087;Scott Sinclair;Aston Villa;24;Forward;1;2014;481
/players/GetHistoryStats?player_id=18967;Gabriel Obertan;Newcastle United;16;Forward;1;2014;481
/players/GetHistoryStats?player_id=30909;Toby Alderweireld;Southampton;18;Defender;1;2014;481
/players/GetHistoryStats?player_id=3537;Kevin Nolan;West Ham United;21;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=28308;Marko Arnautovic;Stoke City;187;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=18679;Alan Hutton;Aston Villa;24;Defender;1;2014;481
/players/GetHistoryStats?player_id=17898;Darren Fletcher;West Bromwich Albion;64;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=17853;Glen Johnson;Liverpool;4;Defender;1;2014;481
/players/GetHistoryStats?player_id=17974;Gael Clichy;Manchester City;14;Defender;1;2014;481
/players/GetHistoryStats?player_id=36538;Gaston Ramirez;Hull City;752;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=4789;Fabricio Coloccini;Newcastle United;16;Defender;1;2014;481
/players/GetHistoryStats?player_id=528;Joe Cole;Aston Villa;24;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=16600;Gareth McAuley;West Bromwich Albion;64;Defender;1;2014;481
/players/GetHistoryStats?player_id=18653;Lee Cattermole;Sunderland;23;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=21442;Marcin Wasilewski;Leicester City;13;Defender;1;2014;481
/players/GetHistoryStats?player_id=28195;David Meyler;Hull City;752;Midfielder;1;2014;481
/players/GetHistoryStats?player_id=31234;Steven Caulker;Queens Park Rangers;30;Defender;1;2014;481
/players/GetHistoryStats?player_id=20967;Pablo Zabaleta;Manchester City;14;Defender;1;2014;481
/players/GetHistoryStats?player_id=40413;Jores Okore;Aston Villa;24;Defender;1;2014;481
/players/GetHistoryStats?player_id=18633;Sone Aluko;Hull City;752;Forward;1;2014;481
/players/GetHistoryStats?player_id=15412;Martin Demichelis;Manchester City;14;Defender;1;2014;481
